Course Title,Description,Category,Skill Level,Duration,Free Time Hours,Education,Gender,State,Age,Hobby,Course Link,Rating,Hours Spent,Reviews
Project Management Essentials - 116,Improve your communication skills and team collaboration.,Management,Intermediate,4 weeks,3,10th,Female,Maharashtra,22,Photography,https://www.coursera.org/learn/project-management-basics/,3.268240129164608,8,"It felt like a waste of time, not helpful at all."
Personal Branding for Success - 117,Master project management techniques and tools.,Soft Skills,Intermediate,6 weeks,8,12th,Female,Uttar Pradesh,24,Gardening,https://www.udemy.com/courses/search/?src=ukw&q=personal+branding,4.156581972189456,18,The course didn’t live up to the description at all.
Leadership Development - 118,Improve your communication skills and team collaboration.,Soft Skills,Intermediate,6 weeks,5,Postgraduate,Male,Maharashtra,19,Photography,https://www.udemy.com/course/leadership-development/,4.661834352843578,12,Highly beneficial and well-structured.
Digital Marketing Fundamentals - 119,Master project management techniques and tools.,Finance,Advanced,2 weeks,3,10th,Male,Maharashtra,22,Gaming,https://www.udemy.com/course/digital-marketing-fundamentals/,2.608115359836902,6,The course was poorly structured and hard to follow.
Art of Negotiation - 120,Improve your communication skills and team collaboration.,Soft Skills,Advanced,2 weeks,1,12th,Male,Rajasthan,30,Gardening,https://www.coursera.org/learn/negotiation-skills/,4.771887992165611,6,"Excellent course, highly recommend!"
Team Building and Collaboration - 121,Master project management techniques and tools.,Soft Skills,Beginner,4 weeks,6,12th,Female,Tamil Nadu,18,Sleeping,https://www.udemy.com/course/team-building-and-collaboration/,4.949998936092978,8,Highly beneficial and well-structured.
Mindfulness and Meditation - 122,Improve your communication skills and team collaboration.,Arts,Advanced,2 weeks,6,Undergraduate,Female,Maharashtra,22,Gardening,https://www.coursera.org/search?query=mindfulness-and-wellness,3.1614977431340097,4,"The course was a waste of money, not helpful."
Introduction to Graphic Design - 123,Master project management techniques and tools.,Finance,Beginner,4 weeks,9,10th,Male,Rajasthan,23,Traveling,https://www.udemy.com/courses/search/?src=ukw&q=graphic-design,1.3093051901884212,12,"It felt like a waste of time, not helpful at all."
Financial Literacy Basics - 124,Improve your communication skills and team collaboration.,Soft Skills,Beginner,4 weeks,1,Postgraduate,Female,Uttar Pradesh,21,Reading,https://www.udemy.com/course/financial-literacy-for-beginners/,4.6283967765194465,8,"Great course, I learned so much."
Digital Marketing Fundamentals - 125,Master project management techniques and tools.,Soft Skills,Beginner,6 weeks,1,12th,Female,Karnataka,25,Writing,https://www.udemy.com/course/digital-marketing-fundamentals/,4.958259816163423,24,"Some parts were useful, but others felt a bit repetitive."
Creative Writing Workshop - 126,Improve your communication skills and team collaboration.,Management,Beginner,6 weeks,3,12th,Female,Gujarat,27,Reading,https://www.udemy.com/course/creative-writing-workshop/,3.3023154974684292,12,I wouldn't recommend this course to anyone.
Stress Management Techniques - 127,Master project management techniques and tools.,Management,Intermediate,4 weeks,9,12th,Female,Maharashtra,20,Gaming,https://www.udemy.com/course/stress-management-for-beginners/,3.577142086910958,16,"Very disappointing, didn't learn anything new."
Public Speaking Mastery - 128,Improve your communication skills and team collaboration.,Finance,Advanced,2 weeks,3,10th,Male,Maharashtra,24,Sports,https://www.coursera.org/learn/public-speaking/,2.603528293935453,8,The explanations were unclear and the material was shallow.
Time Management Strategies - 129,Master project management techniques and tools.,Finance,Beginner,2 weeks,6,Undergraduate,Female,Maharashtra,28,Writing,https://www.udemy.com/course/time-management-masterclass/,2.092942230067533,8,"The instructor wasn't clear, and the material was confusing."
Time Management Strategies - 130,Improve your communication skills and team collaboration.,Health & Wellness,Beginner,4 weeks,3,Undergraduate,Female,Delhi,21,Sports,https://www.udemy.com/course/time-management-masterclass/,1.0567208411006739,12,"I couldn't finish the course, it was too dry and uninteresting."
Creative Writing Workshop - 131,Master project management techniques and tools.,Health & Wellness,Beginner,6 weeks,4,Postgraduate,Male,Maharashtra,19,Sleeping,https://www.udemy.com/course/creative-writing-workshop/,3.669977447148298,12,The course was poorly structured and hard to follow.
Critical Thinking and Problem Solving - 132,Improve your communication skills and team collaboration.,Arts,Intermediate,4 weeks,3,12th,Male,Maharashtra,18,Traveling,https://www.coursera.org/learn/critical-thinking-skills/,3.551940131391597,8,"The instructor wasn't clear, and the material was confusing."
Team Building and Collaboration - 133,Master project management techniques and tools.,Health & Wellness,Advanced,4 weeks,5,Undergraduate,Female,Gujarat,18,Writing,https://www.udemy.com/course/team-building-and-collaboration/,2.9902668475836567,16,"Terrible experience, didn't cover the necessary topics."
Public Speaking Mastery - 134,Improve your communication skills and team collaboration.,Soft Skills,Advanced,2 weeks,9,Undergraduate,Female,Gujarat,29,Photography,https://www.coursera.org/learn/public-speaking/,4.150388386559091,6,"Very disappointing, didn't learn anything new."
Personal Branding for Success - 135,Master project management techniques and tools.,Finance,Beginner,6 weeks,3,10th,Male,Karnataka,18,Painting,https://www.udemy.com/courses/search/?src=ukw&q=personal+branding,3.666626513632725,12,"The course was a waste of money, not helpful."
Effective Communication Skills - 136,Improve your communication skills and team collaboration.,Soft Skills,Intermediate,4 weeks,3,Undergraduate,Male,Maharashtra,30,Gaming,https://www.udemy.com/course/effective-communication-skills/,4.76320869723215,16,The instructor explained everything clearly.
Project Management Essentials - 137,Master project management techniques and tools.,Finance,Advanced,4 weeks,4,Undergraduate,Female,Gujarat,17,Photography,https://www.coursera.org/learn/project-management-basics/,2.4985367153663858,8,The content was too basic and didn't provide any new insights.
Team Building and Collaboration - 138,Improve your communication skills and team collaboration.,Arts,Intermediate,2 weeks,7,Undergraduate,Male,Maharashtra,25,Gardening,https://www.udemy.com/course/team-building-and-collaboration/,2.965157406788581,4,The course was poorly structured and hard to follow.
Art of Negotiation - 139,Master project management techniques and tools.,Arts,Beginner,6 weeks,6,12th,Female,Maharashtra,30,Cooking,https://www.coursera.org/learn/negotiation-skills/,3.3162784925179043,12,The course lacked depth and didn’t meet expectations.
Mindfulness and Meditation - 140,Improve your communication skills and team collaboration.,Soft Skills,Advanced,2 weeks,3,12th,Male,Maharashtra,23,Music,https://www.coursera.org/search?query=mindfulness-and-wellness,4.027864377988824,8,"The course was a waste of money, not helpful."
Creative Writing Workshop - 141,Master project management techniques and tools.,Soft Skills,Advanced,2 weeks,6,Postgraduate,Female,Tamil Nadu,21,Reading,https://www.udemy.com/course/creative-writing-workshop/,4.332707165032354,6,"I regret taking this course, it didn’t provide any value."
Project Management Essentials - 142,Improve your communication skills and team collaboration.,Arts,Beginner,6 weeks,9,12th,Male,Karnataka,25,Painting,https://www.coursera.org/learn/project-management-basics/,3.158186403809543,18,"I regret taking this course, it didn’t provide any value."
Effective Communication Skills - 143,Master project management techniques and tools.,Arts,Intermediate,6 weeks,9,10th,Male,Maharashtra,28,Cooking,https://www.udemy.com/course/effective-communication-skills/,3.505786051410368,24,"I regret taking this course, it didn’t provide any value."
Personal Branding for Success - 144,Improve your communication skills and team collaboration.,Finance,Advanced,4 weeks,5,Postgraduate,Female,Maharashtra,29,Cooking,https://www.udemy.com/courses/search/?src=ukw&q=personal+branding,2.976068534001792,8,"I couldn't finish the course, it was too dry and uninteresting."
Mindfulness and Meditation - 145,Master project management techniques and tools.,Soft Skills,Beginner,6 weeks,4,Undergraduate,Female,Maharashtra,18,Photography,https://www.coursera.org/search?query=mindfulness-and-wellness,4.8380194600174535,24,Loved the practical examples provided.
Mindfulness and Meditation - 146,Improve your communication skills and team collaboration.,Finance,Intermediate,6 weeks,4,Postgraduate,Male,Maharashtra,29,Singing,https://www.coursera.org/search?query=mindfulness-and-wellness,1.5057227046458292,24,"I regret taking this course, it didn’t provide any value."
Creative Writing Workshop - 147,Master project management techniques and tools.,Soft Skills,Advanced,4 weeks,6,Postgraduate,Female,Karnataka,27,Music,https://www.udemy.com/course/creative-writing-workshop/,4.785657002786609,16,Well-paced and full of valuable information.
Team Building and Collaboration - 148,Improve your communication skills and team collaboration.,Management,Beginner,6 weeks,7,Undergraduate,Female,Maharashtra,17,Cooking,https://www.udemy.com/course/team-building-and-collaboration/,2.2721008763389703,12,"It felt like a waste of time, not helpful at all."
Team Building and Collaboration - 149,Master project management techniques and tools.,Finance,Advanced,2 weeks,7,10th,Female,Tamil Nadu,24,Reading,https://www.udemy.com/course/team-building-and-collaboration/,1.2266143905956968,8,"I regret taking this course, it didn’t provide any value."
Mindfulness and Meditation - 150,Improve your communication skills and team collaboration.,Health & Wellness,Advanced,2 weeks,7,10th,Female,Maharashtra,25,Photography,https://www.coursera.org/search?query=mindfulness-and-wellness,3.3964760325556216,4,The content was too basic and didn't provide any new insights.
Financial Literacy Basics - 151,Master project management techniques and tools.,Arts,Advanced,6 weeks,6,Postgraduate,Male,Delhi,21,Writing,https://www.udemy.com/course/financial-literacy-for-beginners/,2.2199402212468495,18,"Terrible experience, didn't cover the necessary topics."
Team Building and Collaboration - 152,Improve your communication skills and team collaboration.,Management,Intermediate,6 weeks,3,Postgraduate,Male,Karnataka,19,Gardening,https://www.udemy.com/course/team-building-and-collaboration/,2.9673791510702623,24,"I couldn't finish the course, it was too dry and uninteresting."
Time Management Strategies - 153,Master project management techniques and tools.,Management,Advanced,2 weeks,7,10th,Male,Delhi,21,Reading,https://www.udemy.com/course/time-management-masterclass/,1.0427401745638392,6,The content was too basic and didn't provide any new insights.
Digital Marketing Fundamentals - 154,Improve your communication skills and team collaboration.,Soft Skills,Beginner,6 weeks,6,Undergraduate,Female,Uttar Pradesh,21,Singing,https://www.udemy.com/course/digital-marketing-fundamentals/,4.271745069422205,18,"I regret taking this course, it didn’t provide any value."
Financial Literacy Basics - 155,Master project management techniques and tools.,Soft Skills,Advanced,6 weeks,7,Undergraduate,Male,Uttar Pradesh,19,Writing,https://www.udemy.com/course/financial-literacy-for-beginners/,4.89461090669291,24,"The course was okay, nothing special."
